Date,Mode,Category,Subcategory,Note,Amount,Expense,Currency
2018-04-01 08:53:10,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-04-01 10:48:21,Cash,Household,Kirana,Nandadip oil bottle,130.0,Expense,INR
2018-04-01 17:37:12,Cash,Household,Kirana,Cockroach injection,270.0,Expense,INR
2018-04-02 09:39:49,Credit Card,Food,Dinner,Domino's Pizza,452.0,Expense,INR
2018-04-02 13:03:10,Saving Bank account 1,Food,Milk,Half lit  milk,35.0,Expense,INR
2018-04-02 17:23:58,Saving Bank account 1,Food,Lunch,Catering Service,50.0,Expense,INR
2018-04-03 08:32:07,Cash,Other,Pocket money,No Notes,450.0,Expense,INR
2018-04-03 13:54:13,Cash,Food,Lunch,Catering Service,130.0,Expense,INR
2018-04-05 09:01:26,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-05 09:02:31,Cash,Household,Kirana,Supermart,37.0,Expense,INR
2018-04-07 08:08:17,Cash,Other,Pocket money,No Notes,350.0,Expense,INR
2018-04-07 12:46:07,Cash,Shopping,grooming,Shaving,50.0,Expense,INR
2018-04-07 17:19:29,Cash,Health,Hospital,Doctor Fees,100.0,Expense,INR
2018-04-07 18:40:30,Saving Bank account 1,Health,Lab Tests,2 Thyroid (1000) + cholesterol (220) + uric acid (220),1440.0,Expense,INR
2018-04-13 20:34:03,Cash,Health,Lab Tests,Family Thyroid Test + CBC,700.0,Expense,INR
2018-04-14 06:31:14,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-14 06:31:35,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR
2018-04-14 22:24:43,Saving Bank account 1,Food,Grocery,Pizza base packet 2,40.0,Expense,INR
2018-04-14 22:27:04,Saving Bank account 1,Household,Kirana,Supermart,107.0,Expense,INR
2018-04-15 14:38:43,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-04-15 14:39:37,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-04-15 14:40:08,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR
2018-04-15 14:40:22,Credit Card,Other,makeup,Body mist,525.0,Expense,INR
2018-04-15 19:06:45,Credit Card,Household,Kitchen,"Vessels for sugar, coffee and tea",799.0,Expense,INR
2018-04-15 19:07:30,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR
2018-04-15 19:07:49,Cash,Food,snacks,pav Bhaji,70.0,Expense,INR
2018-04-16 18:26:06,Credit Card,Household,Kirana,Smart point,450.0,Expense,INR
2018-04-16 18:26:44,Saving Bank account 1,Household,Kirana,Supermart,265.0,Expense,INR
2018-04-16 20:55:46,Saving Bank account 1,Household,Kirana,Cockroach injection,270.0,Expense,INR
2018-04-16 20:58:57,Saving Bank account 1,Shopping,Laundry,clothes ironing,63.0,Expense,INR
2018-04-16 22:40:53,Saving Bank account 1,Education,Stationary,3 Pens,21.0,Expense,INR
2018-04-17 09:04:44,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-19 09:54:53,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-19 09:55:08,Saving Bank account 1,Food,Eggs,6 eggs,36.0,Expense,INR
2018-04-19 20:13:20,Cash,Household,Kitchen,flour mill,14.0,Expense,INR
2018-04-20 20:39:57,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,70.0,Expense,INR
2018-04-21 21:15:07,Cash,Food,curd,Dahi 2 packets,20.0,Expense,INR
2018-04-21 23:15:33,Cash,Food,Ice cream,Naturals,160.0,Expense,INR
2018-04-22 12:35:28,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-22 12:35:39,Cash,Household,Kirana,Supermart,190.0,Expense,INR
2018-04-22 21:03:30,Cash,Food,vegetables,No Notes,10.0,Expense,INR
2018-04-23 18:21:36,Saving Bank account 1,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-04-24 22:24:28,Credit Card,Utilities,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR
2018-04-25 18:28:39,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-04-26 11:30:19,Cash,Other,Pocket money,No Notes,1000.0,Expense,INR
2018-04-26 20:44:20,Cash,Food,snacks,Noodles packet,30.0,Expense,INR
2018-04-26 20:44:50,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-27 18:30:51,Cash,Household,Kirana,Supermart,295.0,Expense,INR
2018-04-28 10:04:35,Cash,Other,Pocket money,No Notes,500.0,Expense,INR
2018-04-28 21:03:59,Credit Card,Food,Dinner,Home Food Delivery,413.0,Expense,INR
2018-04-29 18:28:10,Saving Bank account 1,Food,beverage,2 sugarcane juice,40.0,Expense,INR
2018-04-30 06:32:57,Cash,Shopping,Laundry,To Family,500.0,Expense,INR
2018-04-30 09:48:07,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-30 09:48:34,Cash,Food,Biscuits,Toast packet,45.0,Expense,INR
2018-04-30 09:56:14,Credit Card,Utilities,Tata Sky,Current Residence - Tata Play recharge,176.0,Expense,INR
2018-04-30 18:25:08,Cash,Household,Kirana,Supermart,165.0,Expense,INR
2018-04-30 18:25:28,Cash,Food,snacks,6 kachori,72.0,Expense,INR
2018-05-02 09:36:16,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR
2018-05-02 17:03:21,Saving Bank account 1,Food,Milk,1 packet,69.0,Expense,INR
2018-05-02 17:44:45,Cash,Other,Pocket money,No Notes,500.0,Expense,INR
2018-05-02 17:59:08,Saving Bank account 1,Food,Grocery,Raw chicken half kg,220.0,Expense,INR
2018-05-03 08:22:07,Cash,Food,Ice cream,chocobar,20.0,Expense,INR
2018-05-03 09:28:31,Credit Card,Household,Kirana,Smart point,972.0,Expense,INR
2018-05-03 12:32:47,Saving Bank account 1,Other,Pocket money,blanket sewing,10.0,Expense,INR
2018-05-03 12:54:09,Credit Card,Household,Kirana,Supermart,1357.0,Expense,INR
2018-05-03 18:08:32,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,162.0,Expense,INR
2018-05-04 12:16:29,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-05-04 12:24:51,Cash,Food,Eggs,6 eggs,36.0,Expense,INR
2018-05-04 12:29:55,Cash,Food,Lunch,Catering Service,130.0,Expense,INR
2018-05-04 17:00:54,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-05-05 07:01:21,Cash,Other,Pocket money,No Notes,600.0,Expense,INR
2018-05-07 08:03:23,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR
2018-05-07 09:48:49,Cash,Food,Tea,cutting chai,7.0,Expense,INR
2018-05-07 09:52:54,Cash,Transportation,Train,Place 0 to Place P,20.0,Expense,INR
2018-05-07 13:40:09,Cash,Transportation,auto,Terminal 1 to Terminal 2,83.0,Expense,INR
2018-05-08 09:13:10,Credit Card,Health,Health,eyewear Glasses payment remaining,4300.0,Expense,INR
2018-05-08 09:19:08,Credit Card,Shopping,Clothing,For Family,3410.0,Expense,INR
2018-05-08 09:35:46,Credit Card,Other,clothes,Bows,398.0,Expense,INR
2018-05-08 09:47:54,Cash,Other,Pocket money,No Notes,100.0,Expense,INR
2018-05-08 12:07:39,Cash,Food,Tea,cutting chai,10.0,Expense,INR
2018-05-08 12:08:09,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-05-08 17:39:29,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR
2018-05-09 09:21:06,Cash,Food,snacks,2 kachori,24.0,Expense,INR
2018-05-09 09:39:26,Saving Bank account 1,Food,breakfast,Bread,18.0,Expense,INR
2018-05-09 09:54:58,Cash,Food,snacks,Shev Puri,40.0,Expense,INR
2018-05-09 13:11:16,Cash,Shopping,Laundry,11 clothes ironing,77.0,Expense,INR
2018-05-09 17:59:58,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-05-09 18:31:48,Cash,Food,snacks,Chinese Bhel,30.0,Expense,INR
2018-05-13 20:16:54,Cash,Education,Stationary,Gel pen Refills,12.0,Expense,INR
2018-05-13 20:18:01,Cash,Shopping,Laundry,clothes ironing,77.0,Expense,INR
2018-05-14 09:47:13,Cash,Transportation,auto,2 Current Residence to Place 0,40.0,Expense,INR
2018-05-14 09:47:57,Cash,Transportation,Train,2 Place 0 to Place 3,40.0,Expense,INR
2018-05-14 12:55:41,Saving Bank account 1,Food,fruits,2 dozens mango + 1kg litchi,1250.0,Expense,INR
2018-05-14 18:01:15,Cash,Food,snacks,Potato chips,15.0,Expense,INR
2018-05-14 22:49:07,Cash,Transportation,auto,Place 2 station to Permanent Residence,50.0,Expense,INR
2018-05-14 22:49:32,Cash,Other,Pocket money,Digilock room charges,40.0,Expense,INR
2018-05-14 23:08:45,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,301.0,Expense,INR
2018-05-15 18:43:55,Cash,Transportation,auto,Permanent Residence to GH road,50.0,Expense,INR
2018-05-15 20:10:10,Saving Bank account 1,Household,Appliances,LG Washing Machine,21500.0,Expense,INR
2018-05-15 20:11:12,Cash,Transportation,auto,within city,30.0,Expense,INR
2018-05-15 20:11:58,Saving Bank account 1,Food,Ice cream,Cookies & cream family pack,135.0,Expense,INR
2018-05-18 15:35:49,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,301.0,Expense,INR
2018-05-19 15:17:18,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,15.0,Expense,INR
2018-05-19 19:26:19,Cash,Household,Kitchen,flour mill,25.0,Expense,INR
2018-05-20 14:06:20,Saving Bank account 1,Other,misc,"Soap, shampoo, razor",122.0,Expense,INR
2018-05-21 14:06:05,Cash,Other,Pocket money,No Notes,140.0,Expense,INR
2018-05-22 20:47:36,Cash,Health,Health,2 All out refill,154.0,Expense,INR
2018-05-23 21:20:18,Credit Card,Utilities,Tata Sky,Permanent Residence - Tata Play recharge,166.0,Expense,INR
2018-05-24 09:04:01,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,667.0,Expense,INR
2018-05-26 07:55:09,Cash,Transportation,auto,Permanent Residence to Motor Driving school,50.0,Expense,INR
2018-05-27 10:50:10,Cash,Household,Kirana,Soap + dahya pav kg,75.0,Expense,INR
2018-05-28 10:41:59,Cash,Shopping,grooming,hair cut,100.0,Expense,INR
2018-05-28 14:11:17,Credit Card,Utilities,Mobile Service Provider,Data booster pack,25.0,Expense,INR
2018-06-01 12:05:31,Saving Bank account 1,Household,Appliances,5 litres can Distilled water,100.0,Expense,INR
2018-06-01 13:26:59,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-06-01 17:01:49,Saving Bank account 1,Utilities,Mahanagar Gas,No Notes,810.0,Expense,INR
2018-06-01 17:10:33,Cash,Food,curd,2 cups,20.0,Expense,INR
2018-06-01 17:25:11,Cash,Food,Milk,1 lit ,69.0,Expense,INR
2018-06-02 12:52:34,Credit Card,Entertainment,Movie,2 PVR Place 6,312.0,Expense,INR
2018-06-03 09:25:02,Cash,Health,Medicine,Thyroid Tablets,172.0,Expense,INR
2018-06-03 12:39:57,Cash,Other,Pocket money,No Notes,50.0,Expense,INR
2018-06-03 13:10:28,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-06-03 13:33:40,Cash,Health,Medicine,5 Meftal spas,22.0,Expense,INR
2018-06-03 13:40:36,Saving Bank account 1,Education,Stationary,Xerox,4.0,Expense,INR
2018-06-07 17:23:15,Cash,Food,Dinner,At restaurant,760.0,Expense,INR
2018-06-07 20:05:42,Cash,Transportation,Taxi,Park Inn Goa,100.0,Expense,INR
2018-06-08 09:17:37,Cash,Shopping,grooming,hair cut,100.0,Expense,INR
2018-06-09 12:01:50,Cash,Food,snacks,Amul butter,55.0,Expense,INR
2018-06-15 09:24:33,Saving Bank account 1,Transportation,train,2CC Place 2 to DDR Spl Train,1213.6,Expense,INR
2018-06-15 21:19:39,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,15.0,Expense,INR
2018-06-18 22:18:59,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,15.0,Expense,INR
2018-06-19 10:25:47,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,25.0,Expense,INR
2018-06-19 13:24:01,Saving Bank account 1,Other,Pocket money,No Notes,2000.0,Expense,INR
2018-06-22 15:32:22,Saving Bank account 1,Utilities,Mobile Service Provider,Data booster pack,181.0,Expense,INR
2018-06-23 10:15:35,Cash,Transportation,auto,No Notes,30.0,Expense,INR
2018-06-23 19:25:22,Credit Card,Utilities,Mobile Service Provider,Annual recharge,2545.0,Expense,INR
2018-06-24 11:00:13,Cash,Food,snacks,2 Vadapav 2 samosa pav,60.0,Expense,INR
2018-06-24 11:29:20,Credit Card,Utilities,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR
2018-06-24 13:31:06,Cash,Transportation,Train,2 Place 5 to Place 0,30.0,Expense,INR
2018-06-24 14:37:00,Credit Card,Health,Health,Suppliemnts,211.75,Expense,INR
2018-06-24 16:11:07,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-06-24 16:11:17,Saving Bank account 1,Food,breakfast,Bread,18.0,Expense,INR
2018-06-24 16:11:39,Cash,Transportation,auto,2 Place 0 to Current Residence,40.0,Expense,INR
2018-06-25 14:23:22,Credit Card,Household,Kirana,Smart point,2074.0,Expense,INR
2018-06-25 15:09:49,Saving Bank account 1,Food,Lunch,Home Food Delivery,320.0,Expense,INR
2018-06-26 11:44:48,Cash,Food,snacks,Bhaji + vadapav,30.0,Expense,INR
2018-06-26 11:45:49,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR
2018-06-26 11:47:08,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-06-26 12:49:54,Saving Bank account 1,Household,Hardware,Umbrella handle repair,70.0,Expense,INR
2018-06-26 17:25:23,Saving Bank account 1,Household,Appliances,Aqugurad water purifier,13050.0,Expense,INR
2018-06-26 19:47:42,Credit Card,Household,Kirana,Supermart,1990.0,Expense,INR
2018-06-26 19:47:42,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2018-06-27 13:59:52,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2018-06-27 14:00:32,Cash,Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR
2018-06-27 18:18:28,Cash,Transportation,auto,Place P station to Alfa market,25.0,Expense,INR
2018-06-27 18:19:27,Credit Card,Shopping,Footwear,Rainy season chappal,550.0,Expense,INR
2018-06-27 18:43:23,Credit Card,Shopping,Accessories,Purse,450.0,Expense,INR
2018-06-27 18:46:33,Credit Card,Other,Pocket money,Shopping at Alfa,4720.0,Expense,INR
2018-06-27 18:46:48,Cash,Household,gadgets,Mouse pad,100.0,Expense,INR
2018-06-27 18:48:45,Cash,Household,gadgets,Mobile cover real mi note pro,100.0,Expense,INR
2018-06-27 18:53:54,Cash,Food,Tea,2 cups,14.0,Expense,INR
2018-06-27 21:32:27,Credit Card,Other,Entry Fees,Planetarium,308.85,Expense,INR
2018-06-28 10:08:21,Credit Card,Shopping,Footwear,Mast & Harbour Slides,64.82,Expense,INR
2018-06-28 15:06:59,Cash,Transportation,Taxi,Vadala road to Nehru Planetarium,228.0,Expense,INR
2018-06-28 18:35:52,Cash,Food,snacks,Bhaji + vadapav + kachori+ tea,70.0,Expense,INR
2018-06-28 20:44:36,Credit Card,Food,Dinner,Home Food Delivery,455.0,Expense,INR
2018-06-29 15:28:46,Cash,Household,Appliances,3 bulbs 3 pencil cells,270.0,Expense,INR
2018-06-29 16:10:41,Cash,Household,Kitchen,Math tap repair,50.0,Expense,INR
2018-06-29 16:13:02,Cash,Household,Hardware,Tulsi plant+ pot,70.0,Expense,INR
2018-06-30 18:47:45,Saving Bank account 1,Household,Appliances,Aqugurad PRV,1200.0,Expense,INR
2018-07-01 09:54:42,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-07-01 17:03:34,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR
2018-07-03 09:36:46,Saving Bank account 1,Entertainment,Holi,Holi Tip to cleaner,20.0,Expense,INR
2018-07-03 18:03:14,Saving Bank account 1,Food,snacks,2 Vadapav,30.0,Expense,INR
2018-07-04 08:00:23,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-07-04 08:50:59,Cash,Household,Kirana,Pav kg chana dal,24.0,Expense,INR
2018-07-04 18:38:10,Credit Card,Household,Kirana,Supermart,1857.0,Expense,INR
2018-07-05 08:01:50,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR
2018-07-05 08:07:54,Credit Card,Household,Toiletries,Handwash container2 + window cleaner,1086.0,Expense,INR
2018-07-05 09:26:12,Saving Bank account 1,Utilities,Mahanagar Gas,No Notes,515.0,Expense,INR
2018-07-05 12:35:03,Saving Bank account 1,Food,Lunch,Home Food Delivery,430.0,Expense,INR
2018-07-05 18:27:03,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-07-07 08:10:53,Saving Bank account 1,Utilities,Mahanagar Gas,No Notes,196.0,Expense,INR
2018-07-07 13:16:01,Credit Card,Food,Lunch,At restaurant,2.0,Expense,INR
2018-07-07 17:59:05,Cash,Transportation,Train,Place 4 to Place 0,10.0,Expense,INR
2018-07-09 13:34:07,Cash,Food,Milk,Half lit  milk,37.0,Expense,INR
2018-07-13 09:36:19,Credit Card,Health,Medicine,Cataract Medicine,1358.0,Expense,INR
2018-07-13 14:02:44,Saving Bank account 1,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,188.0,Expense,INR
2018-07-14 18:10:13,Saving Bank account 1,Other,Pocket money,CA  - income tax filing,2000.0,Expense,INR
2018-07-15 09:41:01,Cash,Food,snacks,4 kachori,48.0,Expense,INR
2018-07-15 18:01:59,Cash,Food,vegetables,No Notes,500.0,Expense,INR
2018-07-15 19:12:57,Cash,Food,fruits,No Notes,30.0,Expense,INR
2018-07-16 10:41:01,Cash,Food,snacks,7 kachori,84.0,Expense,INR
2018-07-16 10:43:53,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,1190.0,Expense,INR
2018-07-16 17:51:56,Cash,Shopping,Laundry,12 clothes ironing,84.0,Expense,INR
2018-07-18 20:26:03,Cash,Food,flour mill,M D sure 4kg atta,216.0,Expense,INR
2018-07-19 20:25:13,Cash,Food,curd,Dahi 4 packets,40.0,Expense,INR
2018-07-20 09:11:48,Credit Card,Health,Medicine,Cataract Medicine,1048.0,Expense,INR
2018-07-20 12:29:28,Cash,Health,Medicine,Cataract Medicine,87.0,Expense,INR
2018-07-20 13:06:14,Saving Bank account 1,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,155.0,Expense,INR
2018-07-20 19:58:46,Cash,Food,Onions,onion 1 kg,25.0,Expense,INR
2018-07-20 19:59:08,Cash,Food,Potato,potato 1kg,25.0,Expense,INR
2018-07-20 19:59:46,Cash,Food,Ice cream,chocobar,20.0,Expense,INR
2018-07-21 08:42:11,Cash,Food,Biscuits,Toast packet,45.0,Expense,INR
2018-07-21 18:37:38,Saving Bank account 1,Food,snacks,2 Bhajipav + 2 vadapav,60.0,Expense,INR
2018-07-21 19:02:16,Cash,Food,fruits,Khajur pav kg,30.0,Expense,INR
2018-07-21 19:02:36,Cash,Household,Kirana,Supermart,368.0,Expense,INR
2018-07-23 12:33:32,Cash,Food,breakfast,4 plates poha,100.0,Expense,INR
2018-07-23 12:49:29,Credit Card,Utilities,Tata Sky,Current Residence - Tata Play recharge,154.0,Expense,INR
2018-07-26 23:06:09,Cash,Food,Biscuits,Toast packet,40.0,Expense,INR
2018-07-27 18:39:39,Saving Bank account 1,Other,Pocket money,Demat account charges,826.0,Expense,INR
2018-07-28 20:45:00,Credit Card,Household,Kirana,Supermart,3750.0,Expense,INR
2018-07-28 21:30:49,Cash,Food,vegetables,No Notes,195.0,Expense,INR
2018-07-28 23:42:57,Debit Card,Entertainment,Movie,2 INOX ,481.36,Expense,INR
2018-07-28 23:42:57,Cash,Other,Pocket money,No Notes,200.0,Expense,INR
2018-07-29 10:12:59,Cash,Food,breakfast,Medu vada 3 plate,105.0,Expense,INR
2018-07-29 11:38:08,Saving Bank account 1,Transportation,Train,2 Place 0 to Place A returns,40.0,Expense,INR
2018-07-29 11:39:53,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR
2018-07-29 15:52:47,Cash,Transportation,auto,Decathlon Place A to Place A station,50.0,Expense,INR
2018-07-29 19:29:54,Saving Bank account 1,Food,Eating out,Paneer pizza,260.0,Expense,INR
2018-07-30 11:49:11,Cash,Food,breakfast,1 plates poha,25.0,Expense,INR
2018-07-30 13:19:36,Saving Bank account 1,Food,Lunch,Catering Service,212.0,Expense,INR
2018-07-30 13:19:56,Cash,Health,Medicine,No Notes,132.0,Expense,INR
2018-07-30 18:44:23,Cash,Health,Medicine,Glucose D(50) + flora bc (40)+cyra 20(10),100.0,Expense,INR
2018-07-31 13:44:15,Cash,Food,chocolate,10 melody,10.0,Expense,INR
2018-07-31 21:52:08,Cash,Shopping,Laundry,13 clothes ironing,91.0,Expense,INR
2018-08-01 09:33:53,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,104.0,Expense,INR
2018-08-01 09:58:45,Cash,Food,snacks,Vadapav,20.0,Expense,INR
2018-08-01 12:47:15,Cash,Household,Kirana,Harpik 1L,165.0,Expense,INR
2018-08-01 17:07:06,Credit Card,Household,Hardware,Sony WI-C100 earphones wireless,1399.0,Expense,INR
2018-08-02 08:08:08,Saving Bank account 1,Food,snacks,Shev Puri,35.0,Expense,INR
2018-08-02 08:23:17,Saving Bank account 1,Food,Onions,onion 1 kg,25.0,Expense,INR
2018-08-02 09:13:26,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-08-03 12:57:12,Saving Bank account 1,Utilities,Mahanagar Gas,No Notes,540.0,Expense,INR
2018-08-03 13:05:46,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-03 17:29:30,Cash,Food,Eggs,6 eggs,36.0,Expense,INR
2018-08-03 17:44:15,Cash,Food,Bread,Flatbread 12 pcs,40.0,Expense,INR
2018-08-03 18:35:34,Saving Bank account 1,Shopping,Laundry,clothes ironing,91.0,Expense,INR
2018-08-05 08:27:36,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-08-05 09:26:42,Cash,Food,Sweets,Kaju katli half kg,500.0,Expense,INR
2018-08-05 16:36:45,Cash,Shopping,grooming,Shaving,50.0,Expense,INR
2018-08-07 08:23:16,Saving Bank account 1,Transportation,Taxi,To and Fro Cab Fare Contribution,675.0,Expense,INR
2018-08-07 09:44:02,Saving Bank account 1,Food,Tea,3 cutting chai,30.0,Expense,INR
2018-08-07 12:07:35,Cash,Health,Hospital,Hospital consultation,500.0,Expense,INR
2018-08-07 12:14:09,Credit Card,Health,Medicine,eye drop,153.0,Expense,INR
2018-08-07 12:57:46,Cash,Transportation,Taxi,Ola cab - Current Residence CHS to eye institute,130.0,Expense,INR
2018-08-07 13:17:05,Cash,Transportation,Taxi,Ola cab - eye institute to Current Residence CHS,185.0,Expense,INR
2018-08-09 20:21:53,Cash,Other,Pocket money,No Notes,40.0,Expense,INR
2018-08-13 10:04:23,Cash,Food,Ice cream,chocobar,20.0,Expense,INR
2018-08-13 10:04:36,Cash,Food,Ice cream,Vanila cup,10.0,Expense,INR
2018-08-13 18:33:36,Cash,Household,Kirana,Supermart,594.0,Expense,INR
2018-08-13 18:35:18,Cash,Food,Grocery,Half kg Lahsoon,45.0,Expense,INR
2018-08-13 18:36:01,Cash,Household,home decor,Brass Puja plate and diva,220.0,Expense,INR
2018-08-13 18:37:27,Cash,Household,Appliances,5 litres can Distilled water,100.0,Expense,INR
2018-08-14 09:46:54,Cash,Food,Ice cream,Vanila family pack,115.0,Expense,INR
2018-08-14 09:48:42,Cash,Shopping,Laundry,8 clothes ironing,56.0,Expense,INR
2018-08-14 09:50:12,Cash,Household,Kirana,Toothpaste Patanjali,160.0,Expense,INR
2018-08-14 09:51:30,Cash,Food,snacks,Dahi,32.0,Expense,INR
2018-08-14 10:04:52,Cash,Other,Pocket money,No Notes,30.0,Expense,INR
2018-08-15 09:11:44,Cash,Food,flour mill,M D sure 4kg atta,216.0,Expense,INR
2018-08-15 09:44:05,Cash,Food,Sweets,Warna Srikhand half kg,290.0,Expense,INR
2018-08-16 19:08:01,Credit Card,Utilities,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR
2018-08-17 19:21:17,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-17 20:06:32,Saving Bank account 1,Food,curd,Dahi 2 packets,20.0,Expense,INR
2018-08-19 12:25:59,Saving Bank account 1,Utilities,Netflix,1 month subscription,199.0,Expense,INR
2018-08-21 16:15:20,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-21 16:15:46,Cash,Food,Tea,cutting chai,12.0,Expense,INR
2018-08-22 22:31:36,Cash,Food,Milk,Half lit  milk,37.0,Expense,INR
2018-08-23 19:55:33,Saving Bank account 1,Food,Lunch,Catering Service,60.0,Expense,INR
2018-08-23 21:29:12,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1205.4,Expense,INR
2018-08-23 21:29:52,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1305.4,Expense,INR
2018-08-24 13:34:14,Cash,Entertainment,Navratri,Ganpati+ navratri vargani,1000.0,Expense,INR
2018-08-24 20:17:09,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-24 20:20:37,Cash,Food,Rajgira ladu,No Notes,20.0,Expense,INR
2018-08-24 22:13:43,Credit Card,Food,Dinner,Home Food Delivery,1120.0,Expense,INR
2018-08-25 21:04:46,Cash,Shopping,Laundry,13 clothes ironing,91.0,Expense,INR
2018-08-27 10:52:09,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-27 10:52:30,Cash,Food,Biscuits,Khari packet,45.0,Expense,INR
2018-08-27 10:52:51,Cash,Food,breakfast,2 plates poha,60.0,Expense,INR
2018-08-27 21:30:16,Cash,Food,curd,Dahi 2 packets,20.0,Expense,INR
2018-08-29 12:11:41,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-29 12:21:49,Cash,Food,Grocery,Baking soda,27.0,Expense,INR
2018-08-29 12:21:49,Cash,Food,Ice cream,chocobar,15.0,Expense,INR
2018-08-30 21:09:51,Cash,Household,Kirana,Supermart,343.0,Expense,INR
2018-08-30 21:10:24,Cash,Food,Sweets,Warna Srikhand pav kg,78.0,Expense,INR
2018-08-31 09:26:17,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-08-31 10:01:15,Credit Card,Food,Dinner,Domino's Pizza,510.85,Expense,INR
2018-08-31 15:12:20,Cash,Shopping,Laundry,farewell contribution,118.0,Expense,INR
2018-08-31 15:12:20,Cash,Other,Pocket money,No Notes,1000.0,Expense,INR
2018-09-01 08:25:12,Cash,Food,Bread,Flatbread 12 pcs,34.0,Expense,INR
2018-09-01 12:21:32,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-09-02 09:54:31,Saving Bank account 1,Shopping,Laundry,clothes ironing,98.0,Expense,INR
2018-09-04 17:25:26,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-09-04 18:08:50,Cash,Food,Grocery,Ginger,10.0,Expense,INR
2018-09-05 09:18:33,Credit Card,Utilities,Netflix,No Notes,199.0,Expense,INR
